,syllable,count,P,F
5325,luːɐ,1,9.895e-07,0.99226137
5326,lõː,1,9.895e-07,0.9922623594
5327,loːp,1,9.895e-07,0.9922633489
5328,loːɡ,1,9.895e-07,0.9922643384
5329,loːɐ,1,9.895e-07,0.9922653279
5330,ljuː,1,9.895e-07,0.9922663173
5331,liːtʃ,1,9.895e-07,0.9922673068
5332,liːr,1,9.895e-07,0.9922682963
5333,liːmmt,1,9.895e-07,0.9922692857
5334,liːɡ,1,9.895e-07,0.9922702752
5335,liːfs,1,9.895e-07,0.9922712647
5336,leːz,1,9.895e-07,0.9922722541
5337,leːnt,1,9.895e-07,0.9922732436
5338,leːç,1,9.895e-07,0.9922742331
5339,last,1,9.895e-07,0.9922752225
5340,lap,1,9.895e-07,0.992276212
5341,laf,1,9.895e-07,0.9922772015
5342,laʊx,1,9.895e-07,0.9922781909
5343,laʃ,1,9.895e-07,0.9922791804
5344,laŋɒ,1,9.895e-07,0.9922801699
5345,laɪst,1,9.895e-07,0.9922811593
5346,laɪptsç,1,9.895e-07,0.9922821488
5347,laɪpts,1,9.895e-07,0.9922831383
5348,laɪm,1,9.895e-07,0.9922841277
5349,laɪl,1,9.895e-07,0.9922851172
5350,laɪh,1,9.895e-07,0.9922861067
5351,laːtʃt,1,9.895e-07,0.9922870961
5352,laːt,1,9.895e-07,0.9922880856
5353,laːks,1,9.895e-07,0.9922890751
5354,laːh,1,9.895e-07,0.9922900646
5355,laːɡ,1,9.895e-07,0.992291054
5356,lʊp,1,9.895e-07,0.9922920435
5357,lʊŋk,1,9.895e-07,0.992293033
5358,lɒar,1,9.895e-07,0.9922940224
5359,lɒaʊf,1,9.895e-07,0.9922950119
5360,lɒa,1,9.895e-07,0.9922960014
5361,lɔfs,1,9.895e-07,0.9922969908
5362,lɪz,1,9.895e-07,0.9922979803
5363,lɪns,1,9.895e-07,0.9922989698
5364,lɪmp,1,9.895e-07,0.9922999592
5365,lɪŋt,1,9.895e-07,0.9923009487
5366,lɪŋs,1,9.895e-07,0.9923019382
5367,lɪŋks,1,9.895e-07,0.9923029276
5368,lɪçs,1,9.895e-07,0.9923039171
5369,lɛsp,1,9.895e-07,0.9923049066
5370,lɛps,1,9.895e-07,0.992305896
5371,lɛm,1,9.895e-07,0.9923068855
5372,lɛks,1,9.895e-07,0.992307875
5373,lɛŋst,1,9.895e-07,0.9923088644
5374,lɛŋkt,1,9.895e-07,0.9923098539
5375,lɛŋk,1,9.895e-07,0.9923108434
5376,lɛː,1,9.895e-07,0.9923118329
5377,lɛɐç,1,9.895e-07,0.9923128223
5378,lət,1,9.895e-07,0.9923138118
5379,lənd,1,9.895e-07,0.9923148013
5380,ləʊ,1,9.895e-07,0.9923157907
5381,ləŋ,1,9.895e-07,0.9923167802
5382,lœs,1,9.895e-07,0.9923177697
5383,lœr,1,9.895e-07,0.9923187591
5384,lœk,1,9.895e-07,0.9923197486
5385,lœɐ,1,9.895e-07,0.9923207381
5386,lɐs,1,9.895e-07,0.9923217275
5387,løːs,1,9.895e-07,0.992322717
5388,kvoː,1,9.895e-07,0.9923237065
5389,kviːn,1,9.895e-07,0.9923246959
5390,kveːlt,1,9.895e-07,0.9923256854
5391,kveːk,1,9.895e-07,0.9923266749
5392,kvɪt,1,9.895e-07,0.9923276643
5393,kvɛns,1,9.895e-07,0.9923286538
5394,kvɛː,1,9.895e-07,0.9923296433
5395,kv,1,9.895e-07,0.9923306327
5396,kuːx,1,9.895e-07,0.9923316222
5397,ksy,1,9.895e-07,0.9923326117
5398,ksvɔx,1,9.895e-07,0.9923336011
5399,kstn,1,9.895e-07,0.9923345906
5400,ksteː,1,9.895e-07,0.9923355801
5401,kstɪʃ,1,9.895e-07,0.9923365696
5402,kspaʊz,1,9.895e-07,0.992337559
5403,kso,1,9.895e-07,0.9923385485
5404,kskʏç,1,9.895e-07,0.992339538
5405,ksfaɪ,1,9.895e-07,0.9923405274
5406,ksa,1,9.895e-07,0.9923415169
5407,ksɔft,1,9.895e-07,0.9923425064
5408,ksɪs,1,9.895e-07,0.9923434958
5409,kruːk,1,9.895e-07,0.9923444853
5410,kroːs,1,9.895e-07,0.9923454748
5411,kriːn,1,9.895e-07,0.9923464642
5412,kreːmt,1,9.895e-07,0.9923474537
5413,krants,1,9.895e-07,0.9923484432
5414,kran,1,9.895e-07,0.9923494326
5415,kramf,1,9.895e-07,0.9923504221
5416,kraʊlʃ,1,9.895e-07,0.9923514116
5417,kraɪls,1,9.895e-07,0.992352401
5418,kraːmt,1,9.895e-07,0.9923533905
5419,kraːd,1,9.895e-07,0.99235438
5420,krʏt,1,9.895e-07,0.9923553694
5421,krʏnt,1,9.895e-07,0.9923563589
5422,krʏm,1,9.895e-07,0.9923573484
5423,krʊm,1,9.895e-07,0.9923583379
5424,krʊ,1,9.895e-07,0.9923593273
5425,krɔt,1,9.895e-07,0.9923603168
5426,krɔs,1,9.895e-07,0.9923613063
5427,krɔŋ,1,9.895e-07,0.9923622957
5428,krɛp,1,9.895e-07,0.9923632852
5429,krɛː,1,9.895e-07,0.9923642747
5430,krəts,1,9.895e-07,0.9923652641
5431,krøːs,1,9.895e-07,0.9923662536
5432,kr,1,9.895e-07,0.9923672431
5433,koːz,1,9.895e-07,0.9923682325
5434,koːk,1,9.895e-07,0.992369222
5435,koːf,1,9.895e-07,0.9923702115
5436,knoː,1,9.895e-07,0.9923712009
5437,kni,1,9.895e-07,0.9923721904
5438,kneːmnt,1,9.895e-07,0.9923731799
5439,knalt,1,9.895e-07,0.9923741693
5440,knal,1,9.895e-07,0.9923751588
5441,knaʊ,1,9.895e-07,0.9923761483
5442,knʏp,1,9.895e-07,0.9923771377
5443,knʊm,1,9.895e-07,0.9923781272
5444,knɔt,1,9.895e-07,0.9923791167
5445,knɪs,1,9.895e-07,0.9923801062
5446,knɪf,1,9.895e-07,0.9923810956
5447,kmi,1,9.895e-07,0.9923820851
5448,kmaːl,1,9.895e-07,0.9923830746
5449,kluːk,1,9.895e-07,0.992384064
5450,kluː,1,9.895e-07,0.9923850535
5451,klo,1,9.895e-07,0.992386043
5452,kleːpt,1,9.895e-07,0.9923870324
5453,kleːp,1,9.895e-07,0.9923880219
5454,kle,1,9.895e-07,0.9923890114
5455,klatʃ,1,9.895e-07,0.9923900008
5456,klaʊns,1,9.895e-07,0.9923909903
5457,klaʊn,1,9.895e-07,0.9923919798
5458,klaɪsts,1,9.895e-07,0.9923929692
5459,klaɪns,1,9.895e-07,0.9923939587
5460,klaɪŋ,1,9.895e-07,0.9923949482
5461,klaːs,1,9.895e-07,0.9923959376
5462,klaːŋ,1,9.895e-07,0.9923969271
5463,klʏk,1,9.895e-07,0.9923979166
5464,klɔts,1,9.895e-07,0.992398906
5465,klɔk,1,9.895e-07,0.9923998955
5466,klɔʏ,1,9.895e-07,0.992400885
5467,klɪps,1,9.895e-07,0.9924018744
5468,klɪn,1,9.895e-07,0.9924028639
5469,klɪçt,1,9.895e-07,0.9924038534
5470,klɛt,1,9.895e-07,0.9924048429
5471,klɐ,1,9.895e-07,0.9924058323
5472,kløːnt,1,9.895e-07,0.9924068218
5473,kjoː,1,9.895e-07,0.9924078113
5474,keːts,1,9.895e-07,0.9924088007
5475,keːt,1,9.895e-07,0.9924097902
5476,keːp,1,9.895e-07,0.9924107797
5477,kars,1,9.895e-07,0.9924117691
5478,kab,1,9.895e-07,0.9924127586
5479,kaʊt,1,9.895e-07,0.9924137481
5480,kaʊnts,1,9.895e-07,0.9924147375
5481,kaɪɒ,1,9.895e-07,0.992415727
5482,kʏs,1,9.895e-07,0.9924167165
5483,kʏns,1,9.895e-07,0.9924177059
5484,kʏnft,1,9.895e-07,0.9924186954
5485,kʊnts,1,9.895e-07,0.9924196849
5486,kʊnfsts,1,9.895e-07,0.9924206743
5487,kʊnfs,1,9.895e-07,0.9924216638
5488,kʊŋs,1,9.895e-07,0.9924226533
5489,kʊɐtʃ,1,9.895e-07,0.9924236427
5490,kʃtu,1,9.895e-07,0.9924246322
5491,kʃtaɪ,1,9.895e-07,0.9924256217
5492,kʃpɪts,1,9.895e-07,0.9924266112
5493,kʃaf,1,9.895e-07,0.9924276006
5494,kʃʊts,1,9.895e-07,0.9924285901
5495,kʃ,1,9.895e-07,0.9924295796
5496,kɒyː,1,9.895e-07,0.992430569
5497,kɒeːn,1,9.895e-07,0.9924315585
5498,kɒʊn,1,9.895e-07,0.992432548
5499,kɒʊŋ,1,9.895e-07,0.9924335374
5500,kɒɪns,1,9.895e-07,0.9924345269
5501,kɔk,1,9.895e-07,0.9924355164
5502,kɔɐt,1,9.895e-07,0.9924365058
5503,kɪŋt,1,9.895e-07,0.9924374953
5504,kɪɐç,1,9.895e-07,0.9924384848
5505,kɛst,1,9.895e-07,0.9924394742
5506,kɛp,1,9.895e-07,0.9924404637
5507,kɛmt,1,9.895e-07,0.9924414532
5508,kɛks,1,9.895e-07,0.9924424426
5509,kɛʃ,1,9.895e-07,0.9924434321
5510,kɛːz,1,9.895e-07,0.9924444216
5511,kɛːs,1,9.895e-07,0.992445411
5512,kɛɐn,1,9.895e-07,0.9924464005
5513,kəm,1,9.895e-07,0.99244739
5514,kəlt,1,9.895e-07,0.9924483794
5515,kəʊl,1,9.895e-07,0.9924493689
5516,kœs,1,9.895e-07,0.9924503584
5517,køːn,1,9.895e-07,0.9924513479
5518,jyː,1,9.895e-07,0.9924523373
5519,juːn,1,9.895e-07,0.9924533268
5520,joːns,1,9.895e-07,0.9924543163
5521,joːm,1,9.895e-07,0.9924553057
5522,jjaː,1,9.895e-07,0.9924562952
5523,jiːɐt,1,9.895e-07,0.9924572847
5524,jiːɐ,1,9.895e-07,0.9924582741
5525,jeːv,1,9.895e-07,0.9924592636
5526,jeːt,1,9.895e-07,0.9924602531
5527,jat,1,9.895e-07,0.9924612425
5528,jʏɐŋ,1,9.895e-07,0.992462232
5529,jʊst,1,9.895e-07,0.9924632215
5530,jʊr,1,9.895e-07,0.9924642109
5531,jʊms,1,9.895e-07,0.9924652004
5532,jʊŋk,1,9.895e-07,0.9924661899
5533,jɔp,1,9.895e-07,0.9924671793
5534,jɔn,1,9.895e-07,0.9924681688
5535,jɪ,1,9.895e-07,0.9924691583
5536,jɛns,1,9.895e-07,0.9924701477
5537,jɛl,1,9.895e-07,0.9924711372
5538,jɛːɐ,1,9.895e-07,0.9924721267
5539,jəm,1,9.895e-07,0.9924731162
5540,jœɐk,1,9.895e-07,0.9924741056
5541,jøːs,1,9.895e-07,0.9924750951
5542,jøːɐ,1,9.895e-07,0.9924760846
5543,il,1,9.895e-07,0.992477074
5544,if,1,9.895e-07,0.9924780635
5545,iːpts,1,9.895e-07,0.992479053
5546,iːp,1,9.895e-07,0.9924800424
5547,iːns,1,9.895e-07,0.9924810319
5548,iːɐs,1,9.895e-07,0.9924820214
5549,iːɐd,1,9.895e-07,0.9924830108
5550,huːp,1,9.895e-07,0.9924840003
5551,huːf,1,9.895e-07,0.9924849898
5552,hsfoːɐ,1,9.895e-07,0.9924859792
5553,hsak,1,9.895e-07,0.9924869687
5554,hrat,1,9.895e-07,0.9924879582
5555,hos,1,9.895e-07,0.9924889476
5556,hoːm,1,9.895e-07,0.9924899371
5557,hoːlɒ,1,9.895e-07,0.9924909266
5558,hoːɐ,1,9.895e-07,0.992491916
5559,hnt,1,9.895e-07,0.9924929055
5560,hnʊŋ,1,9.895e-07,0.992493895
5561,hnəst,1,9.895e-07,0.9924948844
5562,hnə,1,9.895e-07,0.9924958739
5563,hmɪ,1,9.895e-07,0.9924968634
5564,hjuː,1,9.895e-07,0.9924978529
5565,hiːɐt,1,9.895e-07,0.9924988423
5566,hats,1,9.895e-07,0.9924998318
5567,hanh,1,9.895e-07,0.9925008213
5568,halps,1,9.895e-07,0.9925018107
5569,haʊks,1,9.895e-07,0.9925028002
5570,haʊk,1,9.895e-07,0.9925037897
5571,haɪlt,1,9.895e-07,0.9925047791
5572,haɪlbr,1,9.895e-07,0.9925057686
5573,haɪk,1,9.895e-07,0.9925067581
5574,haːl,1,9.895e-07,0.9925077475
5575,hʏpf,1,9.895e-07,0.992508737
5576,hʊt,1,9.895e-07,0.9925097265
5577,hʊl,1,9.895e-07,0.9925107159
5578,hɔt,1,9.895e-07,0.9925117054
5579,hɔpst,1,9.895e-07,0.9925126949
5580,hɔp,1,9.895e-07,0.9925136843
5581,hɔlf,1,9.895e-07,0.9925146738
5582,hɔɐm,1,9.895e-07,0.9925156633
5583,hɪts,1,9.895e-07,0.9925166527
5584,hɪp,1,9.895e-07,0.9925176422
5585,hɪls,1,9.895e-07,0.9925186317
5586,hɪk,1,9.895e-07,0.9925196212
5587,hɪj,1,9.895e-07,0.9925206106
5588,hɪf,1,9.895e-07,0.9925216001
5589,hɪʃ,1,9.895e-07,0.9925225896
5590,hɪŋk,1,9.895e-07,0.992523579
5591,hɪɐŋ,1,9.895e-07,0.9925245685
5592,hɛts,1,9.895e-07,0.992525558
5593,hɛp,1,9.895e-07,0.9925265474
5594,hɛnt,1,9.895e-07,0.9925275369
5595,hɛmt,1,9.895e-07,0.9925285264
5596,hɛltst,1,9.895e-07,0.9925295158
5597,hɛlm,1,9.895e-07,0.9925305053
5598,hɛft,1,9.895e-07,0.9925314948
5599,hɛː,1,9.895e-07,0.9925324842
5600,hɛɐs,1,9.895e-07,0.9925334737
5601,hɛɐʃt,1,9.895e-07,0.9925344632
5602,həʊpt,1,9.895e-07,0.9925354526
5603,høːn,1,9.895e-07,0.9925364421
5604,høːl,1,9.895e-07,0.9925374316
5605,høːç,1,9.895e-07,0.992538421
5606,ɡyːt,1,9.895e-07,0.9925394105
5607,ɡyːn,1,9.895e-07,0.9925404
5608,ɡuːɐn,1,9.895e-07,0.9925413895
5609,ɡuːɐ,1,9.895e-07,0.9925423789
5610,ɡry,1,9.895e-07,0.9925433684
5611,ɡruːp,1,9.895e-07,0.9925443579
5612,ɡru,1,9.895e-07,0.9925453473
5613,ɡroːt,1,9.895e-07,0.9925463368
5614,ɡriːs,1,9.895e-07,0.9925473263
5615,ɡriːk,1,9.895e-07,0.9925483157
5616,ɡriːɐt,1,9.895e-07,0.9925493052
5617,ɡriːɐ,1,9.895e-07,0.9925502947
5618,ɡreːk,1,9.895e-07,0.9925512841
5619,ɡreːç,1,9.895e-07,0.9925522736
5620,ɡrã,1,9.895e-07,0.9925532631
5621,ɡrat,1,9.895e-07,0.9925542525
5622,ɡraf,1,9.895e-07,0.992555242
5623,ɡraʊt,1,9.895e-07,0.9925562315
5624,ɡraʊn,1,9.895e-07,0.9925572209
5625,ɡraʊl,1,9.895e-07,0.9925582104
5626,ɡraːst,1,9.895e-07,0.9925591999
5627,ɡraːnh,1,9.895e-07,0.9925601893
5628,ɡraːm,1,9.895e-07,0.9925611788
5629,ɡrʏntç,1,9.895e-07,0.9925621683
5630,ɡrɔʏʃ,1,9.895e-07,0.9925631577
5631,ɡrɪm,1,9.895e-07,0.9925641472
5632,ɡrɪl,1,9.895e-07,0.9925651367
5633,ɡrɪʃ,1,9.895e-07,0.9925661262
5634,ɡrɪçts,1,9.895e-07,0.9925671156
5635,ɡrɪçt,1,9.895e-07,0.9925681051
5636,ɡrɛt,1,9.895e-07,0.9925690946
5637,ɡrɛnt,1,9.895e-07,0.992570084
5638,ɡrɛnst,1,9.895e-07,0.9925710735
5639,ɡrɛns,1,9.895e-07,0.992572063
5640,ɡrɛːt,1,9.895e-07,0.9925730524
5641,ɡrəs,1,9.895e-07,0.9925740419
5642,ɡrə,1,9.895e-07,0.9925750314
5643,ɡnyːɡ,1,9.895e-07,0.9925760208
5644,ɡnuː,1,9.895e-07,0.9925770103
5645,ɡnt,1,9.895e-07,0.9925779998
5646,ɡniː,1,9.895e-07,0.9925789892
5647,ɡneː,1,9.895e-07,0.9925799787
5648,ɡnan,1,9.895e-07,0.9925809682
5649,ɡnaː,1,9.895e-07,0.9925819576
5650,ɡna,1,9.895e-07,0.9925829471
5651,ɡnɛː,1,9.895e-07,0.9925839366
5652,ɡnəs,1,9.895e-07,0.992584926
5653,ɡlyː,1,9.895e-07,0.9925859155
5654,ɡliːn,1,9.895e-07,0.992586905
5655,ɡleːs,1,9.895e-07,0.9925878945
5656,ɡleːk,1,9.895e-07,0.9925888839
5657,ɡleːŋ,1,9.895e-07,0.9925898734
5658,ɡleːçt,1,9.895e-07,0.9925908629
5659,ɡlaxt,1,9.895e-07,0.9925918523
5660,ɡlans,1,9.895e-07,0.9925928418
5661,ɡlaʊps,1,9.895e-07,0.9925938313
5662,ɡlaʊf,1,9.895e-07,0.9925948207
5663,ɡlaŋ,1,9.895e-07,0.9925958102
5664,ɡlaɪçt,1,9.895e-07,0.9925967997
5665,ɡlaɪçs,1,9.895e-07,0.9925977891
5666,ɡla,1,9.895e-07,0.9925987786
5667,ɡlʏkt,1,9.895e-07,0.9925997681
5668,ɡlʊŋ,1,9.895e-07,0.9926007575
5669,ɡlɒ,1,9.895e-07,0.992601747
5670,ɡlɪj,1,9.895e-07,0.9926027365
5671,ɡlɪh,1,9.895e-07,0.9926037259
5672,ɡlɪf,1,9.895e-07,0.9926047154
5673,ɡlɪçk,1,9.895e-07,0.9926057049
5674,ɡlɛn,1,9.895e-07,0.9926066943
5675,ɡlɛç,1,9.895e-07,0.9926076838
5676,ɡlœk,1,9.895e-07,0.9926086733
5677,ɡkvatʃt,1,9.895e-07,0.9926096627
5678,ɡkriːçt,1,9.895e-07,0.9926106522
5679,ɡklaʊp,1,9.895e-07,0.9926116417
5680,ɡklaɪ,1,9.895e-07,0.9926126312
5681,ɡkeːɐ,1,9.895e-07,0.9926136206
5682,ɡkant,1,9.895e-07,0.9926146101
5683,ɡkan,1,9.895e-07,0.9926155996
5684,ɡkaʊf,1,9.895e-07,0.992616589
5685,ɡkɔxt,1,9.895e-07,0.9926175785
5686,ɡkɔs,1,9.895e-07,0.992618568
5687,ɡju,1,9.895e-07,0.9926195574
5688,ɡjoːns,1,9.895e-07,0.9926205469
5689,ɡiːr,1,9.895e-07,0.9926215364
5690,ɡiːpst,1,9.895e-07,0.9926225258
5691,ɡiːps,1,9.895e-07,0.9926235153
5692,ɡfoː,1,9.895e-07,0.9926245048
5693,ɡf,1,9.895e-07,0.9926254942
5694,ɡeʃt,1,9.895e-07,0.9926264837
5695,ɡeːst,1,9.895e-07,0.9926274732
5696,ɡeːl,1,9.895e-07,0.9926284626
5697,ɡeːht,1,9.895e-07,0.9926294521
5698,ɡbrax,1,9.895e-07,0.9926304416
5699,ɡbrant,1,9.895e-07,0.992631431
5700,ɡbran,1,9.895e-07,0.9926324205
5701,ɡbrɔx,1,9.895e-07,0.99263341
5702,ɡboː,1,9.895e-07,0.9926343995
5703,ɡbluː,1,9.895e-07,0.9926353889
5704,ɡbɔŋt,1,9.895e-07,0.9926363784
5705,ɡbɛs,1,9.895e-07,0.9926373679
5706,ɡam,1,9.895e-07,0.9926383573
5707,ɡaːn,1,9.895e-07,0.9926393468
5708,ɡʏls,1,9.895e-07,0.9926403363
5709,ɡʏɐ,1,9.895e-07,0.9926413257
5710,ɡʊstv,1,9.895e-07,0.9926423152
5711,ɡʊns,1,9.895e-07,0.9926433047
5712,ɡʊm,1,9.895e-07,0.9926442941
5713,ɡʊl,1,9.895e-07,0.9926452836
5714,ɡʊks,1,9.895e-07,0.9926462731
5715,ɡʃvɛtst,1,9.895e-07,0.9926472625
5716,ɡʃvɛts,1,9.895e-07,0.992648252
5717,ɡʃtrɪç,1,9.895e-07,0.9926492415
5718,ɡʃtrɪ,1,9.895e-07,0.9926502309
5719,ɡʃta,1,9.895e-07,0.9926512204
5720,ɡʃtʏɐmt,1,9.895e-07,0.9926522099
5721,ɡʃtʊŋ,1,9.895e-07,0.9926531993
5722,ɡʃtɔs,1,9.895e-07,0.9926541888
5723,ɡʃtɔpf,1,9.895e-07,0.9926551783
5724,ɡʃpreːç,1,9.895e-07,0.9926561678
5725,ɡʃprɔx,1,9.895e-07,0.9926571572
5726,ɡʃpl,1,9.895e-07,0.9926581467
5727,ɡʃpiːn,1,9.895e-07,0.9926591362
5728,ɡʃpiːl,1,9.895e-07,0.9926601256
5729,ɡʃpant,1,9.895e-07,0.9926611151
5730,ɡʃpan,1,9.895e-07,0.9926621046
5731,ɡʃpaɪs,1,9.895e-07,0.992663094
5732,ɡʃoː,1,9.895e-07,0.9926640835
5733,ɡʃnɪt,1,9.895e-07,0.992665073
5734,ɡʃmak,1,9.895e-07,0.9926660624
5735,ɡʃmɪ,1,9.895e-07,0.9926670519
5736,ɡʃmɛkt,1,9.895e-07,0.9926680414
5737,ɡʃlɔs,1,9.895e-07,0.9926690308
5738,ɡʃlɔ,1,9.895e-07,0.9926700203
5739,ɡʃiːn,1,9.895e-07,0.9926710098
5740,ɡʃeː,1,9.895e-07,0.9926719992
5741,ɡʃan,1,9.895e-07,0.9926729887
5742,ɡʃal,1,9.895e-07,0.9926739782
5743,ɡʃaʊ,1,9.895e-07,0.9926749676
5744,ɡʃaɪt,1,9.895e-07,0.9926759571
5745,ɡʃʏt,1,9.895e-07,0.9926769466
5746,ɡʃɔʏ,1,9.895e-07,0.992677936
5747,ɡʃɪs,1,9.895e-07,0.9926789255
5748,ɡʃɪkt,1,9.895e-07,0.992679915
5749,ɡʃɛfs,1,9.895e-07,0.9926809045
5750,ɡʃɛŋ,1,9.895e-07,0.9926818939
5751,ɡʃ,1,9.895e-07,0.9926828834
5752,ɡɔr,1,9.895e-07,0.9926838729
5753,ɡɔlt,1,9.895e-07,0.9926848623
5754,ɡɔ,1,9.895e-07,0.9926858518
5755,ɡɪtʃ,1,9.895e-07,0.9926868413
5756,ɡɪr,1,9.895e-07,0.9926878307
5757,ɡɪps,1,9.895e-07,0.9926888202
5758,ɡɪj,1,9.895e-07,0.9926898097
5759,ɡɛnz,1,9.895e-07,0.9926907991
5760,ɡɛnf,1,9.895e-07,0.9926917886
5761,ɡɛlp,1,9.895e-07,0.9926927781
5762,ɡɛf,1,9.895e-07,0.9926937675
5763,ɡɛɐst,1,9.895e-07,0.992694757
5764,ɡəts,1,9.895e-07,0.9926957465
5765,ɡənts,1,9.895e-07,0.9926967359
5766,ɡənh,1,9.895e-07,0.9926977254
5767,ɡənd,1,9.895e-07,0.9926987149
5768,ɡək,1,9.895e-07,0.9926997043
5769,ɡəh,1,9.895e-07,0.9927006938
5770,ɡəʊ,1,9.895e-07,0.9927016833
5771,ɡœts,1,9.895e-07,0.9927026728
5772,ɡœɐ,1,9.895e-07,0.9927036622
5773,ɡœ,1,9.895e-07,0.9927046517
5774,ɡɐd,1,9.895e-07,0.9927056412
5775,fyːs,1,9.895e-07,0.9927066306
5776,fyːm,1,9.895e-07,0.9927076201
5777,fyːŋ,1,9.895e-07,0.9927086096
5778,fyːɐm,1,9.895e-07,0.992709599
5779,fuːr,1,9.895e-07,0.9927105885
5780,ftsn,1,9.895e-07,0.992711578
5781,ftseːnt,1,9.895e-07,0.9927125674
5782,ftsɪh,1,9.895e-07,0.9927135569
5783,ftsɪf,1,9.895e-07,0.9927145464
5784,ftm,1,9.895e-07,0.9927155358
5785,ftɪs,1,9.895e-07,0.9927165253
5786,ftɪk,1,9.895e-07,0.9927175148
5787,ft,1,9.895e-07,0.9927185042
5788,fseːn,1,9.895e-07,0.9927194937
5789,fryːt,1,9.895e-07,0.9927204832
5790,fryːʃt,1,9.895e-07,0.9927214726
5791,fruːɐ,1,9.895e-07,0.9927224621
5792,fro,1,9.895e-07,0.9927234516
5793,friːks,1,9.895e-07,0.992724441
5794,freːt,1,9.895e-07,0.9927254305
5795,freːçt,1,9.895e-07,0.99272642
5796,frants,1,9.895e-07,0.9927274095
5797,fraːhs,1,9.895e-07,0.9927283989
5798,fra,1,9.895e-07,0.9927293884
5799,frʏ,1,9.895e-07,0.9927303779
5800,frʊxt,1,9.895e-07,0.9927313673
5801,frʊs,1,9.895e-07,0.9927323568
5802,frɔʏnd,1,9.895e-07,0.9927333463
5803,frɔʏd,1,9.895e-07,0.9927343357
5804,frɪst,1,9.895e-07,0.9927353252
5805,frɛk,1,9.895e-07,0.9927363147
5806,frɛːk,1,9.895e-07,0.9927373041
5807,fplaʊ,1,9.895e-07,0.9927382936
5808,fõ,1,9.895e-07,0.9927392831
5809,foːk,1,9.895e-07,0.9927402725
5810,foːŋ,1,9.895e-07,0.992741262
5811,foːɐtr,1,9.895e-07,0.9927422515
5812,fnt,1,9.895e-07,0.9927432409
5813,fly,1,9.895e-07,0.9927442304
5814,fluːkf,1,9.895e-07,0.9927452199
5815,fluːɐ,1,9.895e-07,0.9927462093
5816,flu,1,9.895e-07,0.9927471988
5817,floːɐ,1,9.895e-07,0.9927481883
5818,fleːŋ,1,9.895e-07,0.9927491778
5819,flan,1,9.895e-07,0.9927501672
5820,flah,1,9.895e-07,0.9927511567
5821,flaʊf,1,9.895e-07,0.9927521462
5822,flaʊ,1,9.895e-07,0.9927531356
5823,flaɪt,1,9.895e-07,0.9927541251
5824,flaɪn,1,9.895e-07,0.9927551146
5825,flaɪk,1,9.895e-07,0.992756104
5826,fla,1,9.895e-07,0.9927570935
5827,flʊst,1,9.895e-07,0.992758083
5828,flɔʏt,1,9.895e-07,0.9927590724
5829,flɪks,1,9.895e-07,0.9927600619
5830,flɪf,1,9.895e-07,0.9927610514
5831,flɪŋ,1,9.895e-07,0.9927620408
5832,flɪçt,1,9.895e-07,0.9927630303
5833,flɛː,1,9.895e-07,0.9927640198
5834,flɛ,1,9.895e-07,0.9927650092
5835,fin,1,9.895e-07,0.9927659987
5836,fiːns,1,9.895e-07,0.9927669882
5837,fiːlst,1,9.895e-07,0.9927679776
5838,fiːɐts,1,9.895e-07,0.9927689671
5839,fiːɐd,1,9.895e-07,0.9927699566
5840,fes,1,9.895e-07,0.9927709461
5841,feːs,1,9.895e-07,0.9927719355
5842,feːlɒ,1,9.895e-07,0.992772925
5843,fbaːd,1,9.895e-07,0.9927739145
5844,fba,1,9.895e-07,0.9927749039
5845,fbɛː,1,9.895e-07,0.9927758934
5846,faxst,1,9.895e-07,0.9927768829
5847,fass,1,9.895e-07,0.9927778723
5848,fakst,1,9.895e-07,0.9927788618
5849,faʊst,1,9.895e-07,0.9927798513
5850,faŋk,1,9.895e-07,0.9927808407
5851,faɪlt,1,9.895e-07,0.9927818302
5852,faːt,1,9.895e-07,0.9927828197
5853,faːrkt,1,9.895e-07,0.9927838091
5854,fʏs,1,9.895e-07,0.9927847986
5855,fʏnftsç,1,9.895e-07,0.9927857881
5856,fʏmpf,1,9.895e-07,0.9927867775
5857,fʏmfs,1,9.895e-07,0.992787767
5858,fʏɐt,1,9.895e-07,0.9927887565
5859,fʏɐs,1,9.895e-07,0.9927897459
5860,fʊʃ,1,9.895e-07,0.9927907354
5861,fʊɐk,1,9.895e-07,0.9927917249
5862,fʊɐd,1,9.895e-07,0.9927927143
5863,fʊɐç,1,9.895e-07,0.9927937038
5864,fɒuːɐ,1,9.895e-07,0.9927946933
5865,fɒʊns,1,9.895e-07,0.9927956828
5866,fɒʊn,1,9.895e-07,0.9927966722
5867,fɒʊm,1,9.895e-07,0.9927976617
5868,fɒɛ,1,9.895e-07,0.9927986512
5869,fɔks,1,9.895e-07,0.9927996406
5870,fɔɡʃ,1,9.895e-07,0.9928006301
5871,fɔʏçt,1,9.895e-07,0.9928016196
5872,fɪts,1,9.895e-07,0.992802609
5873,fɪst,1,9.895e-07,0.9928035985
5874,fɪs,1,9.895e-07,0.992804588
5875,fɪm,1,9.895e-07,0.9928055774
5876,fɪŋk,1,9.895e-07,0.9928065669
5877,fɪɐt,1,9.895e-07,0.9928075564
5878,fɪɐl,1,9.895e-07,0.9928085458
5879,fɛss,1,9.895e-07,0.9928095353
5880,fɛks,1,9.895e-07,0.9928105248
